full_jaspar_motif,jaspar_motif,jaspar_name_1,jaspar_name_2,TFClass_name_1,TFClass_name_2,RNA_name_1,RNA_name_2,TFClass_subfamily_1,TFClass_family_1,TFClass_class_1,TFClass_superclass_1,TFClass_num_1,TFClass_subfamily_2,TFClass_family_2,TFClass_class_2,TFClass_superclass_2,TFClass_num_2,lowest_level_fam_1,lowest_level_fam_2
NA,NA,NA,NA,ZNF544,NA,ZNF544,NA,ZNF180-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.58.2,NA,NA,NA,NA,NA,ZNF180-like,NA
NA,NA,NA,NA,ZNF436,NA,ZNF436,NA,ZNF180-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.58.3,NA,NA,NA,NA,NA,ZNF180-like,NA
NA,NA,NA,NA,ZNF572,NA,ZNF572,NA,ZNF180-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.58.4,NA,NA,NA,NA,NA,ZNF180-like,NA
NA,NA,NA,NA,ZNF774,NA,ZNF774,NA,ZNF180-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.58.5,NA,NA,NA,NA,NA,ZNF180-like,NA
NA,NA,NA,NA,ZSCAN2,NA,ZSCAN2,NA,ZNF180-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.58.6,NA,NA,NA,NA,NA,ZNF180-like,NA
NA,NA,NA,NA,ZNF431,NA,ZNF431,NA,ZNF100-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.59.3,NA,NA,NA,NA,NA,ZNF100-like,NA
NA,NA,NA,NA,ZNF169,NA,ZNF169,NA,ZNF343-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.61.3,NA,NA,NA,NA,NA,ZNF343-like,NA
NA,NA,NA,NA,ZNF133,NA,ZNF133,NA,ZNF343-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.61.4,NA,NA,NA,NA,NA,ZNF343-like,NA
NA,NA,NA,NA,ZFP2,NA,ZFP2,NA,ZFP2-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.62.1,NA,NA,NA,NA,NA,ZFP2-like,NA
NA,NA,NA,NA,ZNF71,NA,ZNF71,NA,ZFP2-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.62.2,NA,NA,NA,NA,NA,ZFP2-like,NA
NA,NA,NA,NA,ZNF568,NA,ZNF568,NA,ZFP2-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.62.3,NA,NA,NA,NA,NA,ZFP2-like,NA
NA,NA,NA,NA,ZFP30,NA,ZFP30,NA,ZFP30-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.63.1,NA,NA,NA,NA,NA,ZFP30-like,NA
NA,NA,NA,NA,ZFP82,NA,ZFP82,NA,ZFP30-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.63.2,NA,NA,NA,NA,NA,ZFP30-like,NA
NA,NA,NA,NA,ZNF354B,NA,ZNF354B,NA,ZNF354A-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.64.2,NA,NA,NA,NA,NA,ZNF354A-like,NA
NA,NA,NA,NA,ZFX,NA,ZFX,NA,ZFX-ZFY,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.65.1,NA,NA,NA,NA,NA,ZFX-ZFY,NA
NA,NA,NA,NA,ZNF689,NA,ZNF689,NA,ZNF689-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.66.1,NA,NA,NA,NA,NA,ZNF689-like,NA
NA,NA,NA,NA,ZNF672,NA,ZNF672,NA,ZNF689-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.66.2,NA,NA,NA,NA,NA,ZNF689-like,NA
NA,NA,NA,NA,ZNF283,NA,ZNF283,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.1,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF345,NA,ZNF345,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.2,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF404,NA,ZNF404,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.3,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF571,NA,ZNF571,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.4,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF30,NA,ZNF30,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.5,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF420,NA,ZNF420,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.6,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF607,NA,ZNF607,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.7,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF546,NA,ZNF546,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.8,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF780B,NA,ZNF780B,NA,ZNF283-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.67.10,NA,NA,NA,NA,NA,ZNF283-like,NA
NA,NA,NA,NA,ZNF81,NA,ZNF81,NA,ZNF81-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.68.1,NA,NA,NA,NA,NA,ZNF81-like,NA
NA,NA,NA,NA,ZNF175,NA,ZNF175,NA,ZNF81-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.68.2,NA,NA,NA,NA,NA,ZNF81-like,NA
NA,NA,NA,NA,ZNF484,NA,ZNF484,NA,ZNF81-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.68.4,NA,NA,NA,NA,NA,ZNF81-like,NA
NA,NA,NA,NA,ZNF585A,NA,ZNF585A,NA,ZNF81-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.68.6,NA,NA,NA,NA,NA,ZNF81-like,NA
NA,NA,NA,NA,ZNF25,NA,ZNF25,NA,ZNF25-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.69.1,NA,NA,NA,NA,NA,ZNF25-like,NA
NA,NA,NA,NA,ZNF157,NA,ZNF157,NA,ZNF25-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.69.2,NA,NA,NA,NA,NA,ZNF25-like,NA
NA,NA,NA,NA,ZFP37,NA,ZFP37,NA,ZNF25-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.69.3,NA,NA,NA,NA,NA,ZNF25-like,NA
NA,NA,NA,NA,ZNF567,NA,ZNF567,NA,ZNF25-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.69.4,NA,NA,NA,NA,NA,ZNF25-like,NA
NA,NA,NA,NA,ZNF782,NA,ZNF782,NA,ZNF25-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.69.5,NA,NA,NA,NA,NA,ZNF25-like,NA
NA,NA,NA,NA,ZNF33B,NA,ZNF33B,NA,ZNF25-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.69.7,NA,NA,NA,NA,NA,ZNF25-like,NA
NA,NA,NA,NA,ZNF26,NA,ZNF26,NA,ZNF26-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.70.1,NA,NA,NA,NA,NA,ZNF26-like,NA
NA,NA,NA,NA,ZNF300,NA,ZNF300,NA,ZNF300-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.71.1,NA,NA,NA,NA,NA,ZNF300-like,NA
NA,NA,NA,NA,ZNF605,NA,ZNF605,NA,ZNF300-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.71.2,NA,NA,NA,NA,NA,ZNF300-like,NA
NA,NA,NA,NA,ZNF860,NA,ZNF860,NA,ZNF813-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.72.2,NA,NA,NA,NA,NA,ZNF813-like,NA
NA,NA,NA,NA,ZNF611,NA,ZNF611,NA,ZNF813-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.72.3,NA,NA,NA,NA,NA,ZNF813-like,NA
NA,NA,NA,NA,ZNF600,NA,ZNF600,NA,ZNF813-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.72.4,NA,NA,NA,NA,NA,ZNF813-like,NA
NA,NA,NA,NA,ZNF808,NA,ZNF808,NA,ZNF813-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.72.5,NA,NA,NA,NA,NA,ZNF813-like,NA
NA,NA,NA,NA,ZNF28,NA,ZNF28,NA,ZNF816A-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.73.2,NA,NA,NA,NA,NA,ZNF816A-like,NA
NA,NA,NA,NA,ZNF442,NA,ZNF442,NA,ZNF442-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.74.1,NA,NA,NA,NA,NA,ZNF442-like,NA
NA,NA,NA,NA,ZNF823,NA,ZNF823,NA,ZNF442-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.74.2,NA,NA,NA,NA,NA,ZNF442-like,NA
NA,NA,NA,NA,ZNF44,NA,ZNF44,NA,ZNF442-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.74.3,NA,NA,NA,NA,NA,ZNF442-like,NA
NA,NA,NA,NA,ZNF799,NA,ZNF799,NA,ZNF442-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.74.4,NA,NA,NA,NA,NA,ZNF442-like,NA
NA,NA,NA,NA,ZNF443,NA,ZNF443,NA,ZNF442-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.74.5,NA,NA,NA,NA,NA,ZNF442-like,NA
NA,NA,NA,NA,ZNF432,NA,ZNF432,NA,ZNF432-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.75.1,NA,NA,NA,NA,NA,ZNF432-like,NA
NA,NA,NA,NA,ZNF347,NA,ZNF347,NA,ZNF665-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.76.3,NA,NA,NA,NA,NA,ZNF665-like,NA
NA,NA,NA,NA,ZNF595,NA,ZNF595,NA,ZNF595-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.77.1,NA,NA,NA,NA,NA,ZNF595-like,NA
NA,NA,NA,NA,ZNF721,NA,ZNF721,NA,ZNF595-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.77.2,NA,NA,NA,NA,NA,ZNF595-like,NA
NA,NA,NA,NA,ZNF14,NA,ZNF14,NA,ZNF14-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.78.1,NA,NA,NA,NA,NA,ZNF14-like,NA
NA,NA,NA,NA,ZNF709,NA,ZNF709,NA,ZNF14-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.78.2,NA,NA,NA,NA,NA,ZNF14-like,NA
NA,NA,NA,NA,ZNF836,NA,ZNF836,NA,ZNF841-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.79.2,NA,NA,NA,NA,NA,ZNF841-like,NA
NA,NA,NA,NA,ZNF616,NA,ZNF616,NA,ZNF841-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.79.3,NA,NA,NA,NA,NA,ZNF841-like,NA
NA,NA,NA,NA,ZNF99,NA,ZNF99,NA,ZNF99-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.80.1,NA,NA,NA,NA,NA,ZNF99-like,NA
NA,NA,NA,NA,ZNF729,NA,ZNF729,NA,ZNF99-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.80.2,NA,NA,NA,NA,NA,ZNF99-like,NA
NA,NA,NA,NA,ZNF781,NA,ZNF781,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.10,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF114,NA,ZNF114,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.11,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF589,NA,ZNF589,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.12,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF22,NA,ZNF22,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.13,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF713,NA,ZNF713,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.14,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZSCAN16,NA,ZSCAN16,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.15,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF18,NA,ZNF18,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.20,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,WT1,NA,WT1,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.21,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,PRDM6,NA,PRDM6,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.23,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF444,NA,ZNF444,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.24,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF641,NA,ZNF641,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.25,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF746,NA,ZNF746,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.26,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZIM2,NA,ZIM2,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.27,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF655,NA,ZNF655,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.31,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF165,NA,ZNF165,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.32,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF131,NA,ZNF131,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.34,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,PRDM14,NA,PRDM14,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.35,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF575,NA,ZNF575,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.37,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZBTB49,NA,ZBTB49,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.38,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF691,NA,ZNF691,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.39,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZSCAN30,NA,ZSCAN30,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.43,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF80,NA,ZNF80,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.45,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF514,NA,ZNF514,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.46,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZSCAN21,NA,ZSCAN21,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.47,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,MYNN,NA,MYNN,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.54,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZBTB24,NA,ZBTB24,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.55,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZFP92,NA,ZFP92,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.57,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF205,NA,ZNF205,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.58,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF837,NA,ZNF837,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.59,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF584,NA,ZNF584,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.67,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZSCAN22,NA,ZSCAN22,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.70,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF550,NA,ZNF550,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.71,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF696,NA,ZNF696,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.78,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF556,NA,ZNF556,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.80,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF391,NA,ZNF391,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.82,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF239,NA,ZNF239,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.83,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF660,NA,ZNF660,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.91,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,GZF1,NA,GZF1,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.92,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF408,NA,ZNF408,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.93,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF648,NA,ZNF648,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.94,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF35,NA,ZNF35,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.100,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF483,NA,ZNF483,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.101,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZBTB48,NA,ZBTB48,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.102,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF275,NA,ZNF275,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.103,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF596,NA,ZNF596,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.106,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF718,NA,ZNF718,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.111,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF121,NA,ZNF121,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.112,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF485,NA,ZNF485,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.113,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF586,NA,ZNF586,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.115,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF10,NA,ZNF10,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.118,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZNF19,NA,ZNF19,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.119,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
NA,NA,NA,NA,ZBTB40,NA,ZBTB40,NA,unclassified,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.0.123,NA,NA,NA,NA,NA,More than 3 adjacent zinc fingers,NA
